zone_id,canopy_pct,rule_30_pass,pop_within_300m_pct,area_within_300m_pct,rule_300_pass,pop_within_300m_detour_pct,rule_300_pass_detour,rule_3_proxy_pct,rule_3_status,compliance
LK1103005,1.7821782178217822,False,100.0,100.0,True,100.0,True,7.953667953667954,not_remotely_sensable,access_only
LK1103010,5.123829953198128,False,56.23646784761292,54.497560975609744,True,42.29433588312381,False,4.921239575826212,not_remotely_sensable,access_only
LK1103015,4.138731304796287,False,32.76598123713682,43.25641025641027,False,18.86501431438327,False,3.618022864828514,not_remotely_sensable,neither
LK1103020,1.8085106382978724,False,89.97317259445427,88.04166666666667,True,60.3322257418675,True,3.3382789317507418,not_remotely_sensable,access_only
LK1103025,1.8386714116251484,False,66.13692212489246,61.26,True,50.90499654411438,True,3.8469284994964754,not_remotely_sensable,access_only
LK1103030,1.0933291079068292,False,22.93050520684699,33.44444444444444,False,13.063744105559113,False,2.3710349247036206,not_remotely_sensable,neither
LK1103035,0.4620518524856678,False,10.835786847884206,13.114754098360654,False,7.203210442067113,False,0.5845439697412533,not_remotely_sensable,neither
LK1103040,4.151237575521341,False,34.43085721330981,44.46153846153846,False,22.617393419439775,False,3.111884532705497,not_remotely_sensable,neither
LK1103045,0.0,False,0.0,0.0,False,0.0,False,0.0,not_remotely_sensable,neither
LK1103050,0.0,False,0.0,0.0,False,0.0,False,0.0,not_remotely_sensable,neither
LK1103055,0.0,False,0.0,0.0,False,0.0,False,0.0,not_remotely_sensable,neither
LK1103060,0.0,False,0.0,0.0,False,0.0,False,0.0,not_remotely_sensable,neither
LK1103065,0.0,False,0.0,0.0,False,0.0,False,0.0,not_remotely_sensable,neither
LK1103070,0.0,False,9.579987232242408,9.000000000000002,False,4.713866773276488,False,0.0,not_remotely_sensable,neither
LK1103075,0.0,False,31.52983135969649,30.528301886792455,False,16.898402432858557,False,0.0,not_remotely_sensable,neither
LK1103080,0.0,False,43.70211196330124,37.78787878787879,False,29.425618067301574,False,0.0,not_remotely_sensable,neither
LK1103085,0.0,False,97.66084723659402,97.92307692307692,True,76.46449687917563,True,0.0,not_remotely_sensable,access_only
LK1103090,3.6408977556109727,False,58.32891127246424,64.0,True,41.5021324230318,False,7.0393374741200825,not_remotely_sensable,access_only
LK1103095,0.0,False,41.69143270787123,46.26470588235294,False,34.846272043445616,False,0.0,not_remotely_sensable,neither
LK1103100,0.0,False,0.0,0.0,False,0.0,False,0.0,not_remotely_sensable,neither
LK1103105,0.0,False,0.0,0.0,False,0.0,False,0.0,not_remotely_sensable,neither
LK1103110,0.0,False,0.0,0.0,False,0.0,False,0.0,not_remotely_sensable,neither
LK1103115,0.1380643379814994,False,0.0,0.0,False,0.0,False,0.8986589243743951,not_remotely_sensable,neither
LK1103120,0.6933084053906676,False,33.782319918690874,38.04504504504504,False,26.9902028420529,False,1.83631470634795,not_remotely_sensable,neither
LK1103125,0.1799738219895288,False,59.7376616354538,80.84848484848486,True,36.516760492716415,False,1.141980569285836,not_remotely_sensable,access_only
LK1103130,0.0,False,42.48557527733676,43.36363636363636,False,30.462841619942044,False,0.0,not_remotely_sensable,neither
LK1103135,0.0,False,61.514126850739196,64.33333333333331,True,38.452381761080844,False,0.0,not_remotely_sensable,access_only
LK1103140,0.054306505919409144,False,1.7641138739317557,8.54945054945055,False,0.8845272657351542,False,0.7652782333005357,not_remotely_sensable,neither
LK1103145,0.0,False,0.0,0.0,False,0.0,False,0.0,not_remotely_sensable,neither
LK1103150,0.0,False,0.0,0.0,False,0.0,False,0.0,not_remotely_sensable,neither
LK1103155,0.06533812479581835,False,0.09393269102378284,0.21212121212121215,False,0.0,False,1.1114743380189605,not_remotely_sensable,neither
LK1103160,0.0,False,0.0,0.0,False,0.0,False,0.0,not_remotely_sensable,neither
LK1103165,0.0,False,0.0,0.0,False,0.0,False,0.0,not_remotely_sensable,neither
LK1103170,0.0,False,54.74339270958745,63.86666666666665,True,44.57892838503512,False,0.027643400138217002,not_remotely_sensable,access_only
